,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,BPR-Popularity | Ideia 1 ,1,top10,0.0,0.09798822119284767,0.1264806593145976,0.03360305686671162,0.8946039220410765,0.7497622240596383,0.3019737555579655,0.003415154749199573,0.0032087095480905488,0.009260812115668036,-0.772559885676261,-0.5617535490429746,-0.6591636643021023
