,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,BPR Classic,2,top10,0.0,0.2323376654165599,0.4041426106214093,0.40752012566267426,0.6303036388517135,0.6940483870357608,0.46477907318506906,0.0005525588738323904,0.0006117720517141644,0.0017807285173421202,-0.9923067127564512,-0.9008677397786091,-0.9814260394582888
