Model;Fold;Calibration Column;Tradeoff;MACE Genres;MACE Pop;LTC;MRMC Genres;MRMC Pop;AGGDIV;Prec@10;MAP@10;MRR;GAPBB;GAPN;GAPD
SVDpp;1;double;1,0;0,09974791373780775;0,4195607500000002;0,04942379483850024;0,20015476477127075;0,6528304723400349;0,05090232257020312;0,003975;0,003823174603174604;0,011323809523809536;-0,9880602868435077;-0,9990109968622608;-0,9941528624381373
SVDpp;1;genre;1,0;0,10067823861303378;0,42025938749999975;0,0501541957474436;0,20444368774223098;0,6491562490180365;0,05163065468964959;0,00595;0,006122857142857147;0,01767251984126985;-0,9879391277641946;-0,999285236148202;-0,9939298070184651
SVDpp;1;personalized;1,0;0,10062648602617108;0,40290707083333366;0,04974841746469729;0,21726838812129887;0,6471107418244456;0,05146880310755038;0,005125;0,005151031746031747;0,014548214285714314;-0,9890021811796855;-0,9987091203430383;-0,9924526300461108
SVDpp;1;popularity;1,0;0,054098874384844904;0,32717783749999957;0,03238110696315533;0,529717831077688;0,1892869341516003;0,03439346119608319;0,018225;0,023281121031746104;0,06073253968253963;-0,9492077833468399;-0,9982595135323338;-0,9785797773989375
