,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,BPR-Popularity | Ideia 1 ,1,top10,0.0,0.4641442169525156,0.48791988629341365,0.5369800938663214,0.45752993263782415,0.4154717506524461,0.5964246163581711,0.0002595476455320727,0.0003094414134458628,0.000884678841668089,-0.9191545180097057,-0.38081914145561324,-0.793312528023634
