,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,itemknn,2,genre,0.0,0.8304486941133256,0.3771523225500644,0.108145106091718,0.34822725116487124,0.24306355522756856,0.11002691790040377,0.006398862424457874,0.006478819991084475,0.017857848199120875,-0.83143491083938,-0.6298583294073343,-0.7369390773596133
1,itemknn,2,genre,0.2,0.7144288785828058,0.37832339139708343,0.10951403148528405,0.12462704750737265,0.2406892841865316,0.11137281292059219,0.007465339495200853,0.006246931762395679,0.01774174890954132,-0.823192119193384,-0.6298583294073343,-0.7352144739852688
2,itemknn,2,genre,0.4,0.7128526931850783,0.37840673065528935,0.10951403148528405,0.12249523345501119,0.24041426651228617,0.11137281292059219,0.007465339495200853,0.006206854231205458,0.017650477657587524,-0.823192119193384,-0.6298583294073343,-0.7352256945667545
3,itemknn,2,genre,0.6,0.7128526931850783,0.37840673065528935,0.10951403148528405,0.12249523345501119,0.24041426651228617,0.11137281292059219,0.007465339495200853,0.006206854231205458,0.017650477657587524,-0.823192119193384,-0.6298583294073343,-0.7352256945667545
4,itemknn,2,genre,0.8,0.7128526931850783,0.37840673065528935,0.10951403148528405,0.12249523345501119,0.24041426651228617,0.11137281292059219,0.007465339495200853,0.006206854231205458,0.017650477657587524,-0.823192119193384,-0.6298583294073343,-0.7352256945667545
5,itemknn,2,genre,1.0,0.7128526931850783,0.37840673065528935,0.10951403148528405,0.12249523345501119,0.24041426651228617,0.11137281292059219,0.007465339495200853,0.006206854231205458,0.017650477657587524,-0.823192119193384,-0.6298583294073343,-0.7352256945667545
6,slopeOne,2,genre,0.0,0.8387409689243349,0.38547427420310476,0.0838466803559206,0.35617194540308716,0.26925350757717664,0.08411843876177658,0.0017774617845716318,0.0011380692815104476,0.0033636348247084117,-0.8512176107897707,-0.7052470617026245,-0.8012397416212946
7,slopeOne,2,genre,0.2,0.717384477808402,0.38097428605284894,0.08624229979466119,0.12003204599271247,0.25481506388638947,0.08647375504710633,0.00035549235691432633,0.0011170218768867895,0.0029203979257303113,-0.8528661691189698,-0.695610907950595,-0.7976586930401487
8,slopeOne,2,genre,0.4,0.7166672296578089,0.38102378836354933,0.08624229979466119,0.11915897369233837,0.2547242199499289,0.08647375504710633,0.00035549235691432633,0.0011221003391284228,0.0029267460035323524,-0.8528661691189698,-0.695610907950595,-0.7976547658366286
9,slopeOne,2,genre,0.6,0.7166672296578089,0.38102378836354933,0.08624229979466119,0.11915897369233837,0.2547242199499289,0.08647375504710633,0.00035549235691432633,0.0011221003391284228,0.0029267460035323524,-0.8528661691189698,-0.695610907950595,-0.7976547658366286
10,slopeOne,2,genre,0.8,0.7166672296578089,0.38102378836354933,0.08624229979466119,0.11915897369233837,0.2547242199499289,0.08647375504710633,0.00035549235691432633,0.0011221003391284228,0.0029267460035323524,-0.8528661691189698,-0.695610907950595,-0.7976547658366286
11,slopeOne,2,genre,1.0,0.7166672296578089,0.38102378836354933,0.08624229979466119,0.11915897369233837,0.2547242199499289,0.08647375504710633,0.00035549235691432633,0.0011221003391284228,0.0029267460035323524,-0.8528661691189698,-0.695610907950595,-0.7976547658366286
12,SVDpp,2,genre,0.0,0.6395034149478597,0.27523089228581527,0.07118412046543464,0.36696939956838737,0.1799896953824707,0.07335127860026917,0.009242801279772485,0.0073075121742025365,0.020264192891281424,-0.7527162506201174,-0.6141759615363842,-0.6421105770499157
13,SVDpp,2,genre,0.2,0.5407260857054879,0.27920043844057296,0.08008213552361396,0.12874107604579105,0.18220636448482022,0.08243606998654104,0.005332385353714895,0.006353734644705139,0.017285674786563524,-0.7527162506201174,-0.6164432918309793,-0.643371209379829
14,SVDpp,2,genre,0.4,0.540656623627494,0.27919078089821014,0.08008213552361396,0.12866209185109406,0.18218870249412955,0.08243606998654104,0.005332385353714895,0.006365584389935616,0.01731529914963972,-0.7527162506201174,-0.6164432918309793,-0.643371209379829
15,SVDpp,2,genre,0.6,0.540656623627494,0.27919078089821014,0.08008213552361396,0.12866209185109406,0.18218870249412955,0.08243606998654104,0.005332385353714895,0.006365584389935616,0.01731529914963972,-0.7527162506201174,-0.6164432918309793,-0.643371209379829
16,SVDpp,2,genre,0.8,0.540656623627494,0.27919078089821014,0.08008213552361396,0.12866209185109406,0.18218870249412955,0.08243606998654104,0.005332385353714895,0.006365584389935616,0.01731529914963972,-0.7527162506201174,-0.6164432918309793,-0.643371209379829
17,SVDpp,2,genre,1.0,0.540656623627494,0.27919078089821014,0.08008213552361396,0.12866209185109406,0.18218870249412955,0.08243606998654104,0.005332385353714895,0.006365584389935616,0.01731529914963972,-0.7527162506201174,-0.6164432918309793,-0.643371209379829
18,NMF,2,genre,0.0,0.7723880624398964,0.38321424931863873,0.10506502395619438,0.34157233938930115,0.26174658800766104,0.10464333781965007,0.004265908282971916,0.003332049610933363,0.009554139228863721,-0.8512176107897707,-0.7214962621472234,-0.7895327479282392
19,NMF,2,genre,0.2,0.6678116175210012,0.3812086503140174,0.10848733744010951,0.12115392096187735,0.25552626602401923,0.10834454912516824,0.0028439388553146107,0.0029462275489648385,0.008185352586347963,-0.8512176107897707,-0.7207404853823585,-0.7869783825530303
20,NMF,2,genre,0.4,0.6673772820377853,0.3812131235928418,0.10848733744010951,0.12049858773011327,0.2553768253071296,0.10834454912516824,0.0028439388553146107,0.0029462275489648385,0.008185352586347963,-0.8512176107897707,-0.7207404853823585,-0.7869795046111788
