,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,BPR-Genre | Ideia 1 ,1,top10,0.0,0.17371024009860067,0.2979766002844952,0.012633352049410443,0.7761785001662567,0.5796485835904498,0.11988938293026787,0.0024893314366998577,0.0028492825532299196,0.008145222289959132,-0.7675390915724427,-0.5950288186792219,-0.6818673613979245
