,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BPR-Genre | Ideia 1 ,3,top10,0.2,0.16380643610917608,0.29229054054054066,0.01291409320606401,0.7807769854026575,0.5732530610465332,0.11918447023099447,0.0024893314366998577,0.0027692401047664183,0.008059845559845557,-0.7601780495033854,-0.575139214016853,-0.6725364410368029
