,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,BPR-Genre | Ideia 1 ,2,top10,0.2,0.1644817409047229,0.28801568278805134,0.012689500280741157,0.7786729149658546,0.5635658667099626,0.12189567292050754,0.0039118065433854906,0.003031170268012372,0.009087612048138363,-0.76048609311171,-0.5816121622797543,-0.671576975379634
