,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,BPR-Genre | Ideia 1 ,1,top10,0.2,0.16082342075651335,0.29561145092460883,0.013138686131386862,0.7850127205071125,0.6048277779532666,0.12444420344864981,0.003200568990042674,0.0030362928718191858,0.00885462530199372,-0.7650107336443752,-0.5865080649658756,-0.6774552882854888
