,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,BPR-Genre | Ideia 1 ,1,top10,1.0,0.4037170755254566,0.33325612190192605,0.0012978585334198572,0.5064839825623427,0.2945915030868795,0.0015855398763278896,0.0013608808610664357,0.0008238876811807649,0.002539083595003425,-0.8380037672642447,0.2508233989065094,-0.6032464309578631
