Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
pairwise,1,inprocessing,0.0,0.4213124956095492,0.520301275510204,0.0013491841254486673,0.553674622402948,0.3571300927388248,0.0011152793267768428,0.0,0.0,0.0,-0.9983249794985681,-0.9968860199550452,-0.9962573294599703
pairwise,2,inprocessing,0.0,0.3803079415841102,0.5095137499999998,0.0012087544685338066,0.5874678394422611,0.5006595619338069,0.0009987566498848373,0.0,0.0,0.0,-0.997308267913937,-0.9947288769069167,-0.9956663043805724
pairwise,3,inprocessing,0.0,0.3762052295123505,0.4096186868686877,0.00048310407078745965,0.5009703006986036,0.8026661397626553,0.00040766408479412964,0.0,0.0,0.0,-0.9962291056759891,-0.9966705677766932,-0.9963531830675798
