,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,itemknn,2,popularity,0.0,0.04323687715388984,0.2185492448887834,0.42818217205138187,0.5481951091436602,0.34071083836023847,0.4355256841094575,0.14425136872173291,0.106299599238782,0.24643675793997255,-0.6991091505785842,0.45664763100115624,-0.4705483701572166
1,itemknn,2,popularity,0.2,0.04077923288719507,0.13783937686794118,0.36959906578435187,0.5347261533271386,0.08206944019146059,0.37801248199711956,0.10838689200983893,0.1531003861514492,0.31838051282826896,-0.2668986194153934,0.17918483245472472,-0.1866113505343311
2,itemknn,2,popularity,0.4,0.04013452967967603,0.11049200322674457,0.3419618528610354,0.5342378038833245,0.07014533972045851,0.35074411905904945,0.10830754582242323,0.16187235906291367,0.3278268968461819,-0.14535846846153333,0.2158522809280441,-0.09121235670432148
3,itemknn,2,popularity,0.6,0.03992811287848749,0.1024935861831842,0.3285325029194239,0.5340716780194336,0.06796648400416531,0.3374939990398464,0.10830754582242323,0.16479229875981125,0.33058181536520337,-0.11821569590048053,0.24351276042601433,-0.047138872472589965
4,itemknn,2,popularity,0.8,0.039833323314936976,0.10026446084265682,0.3197742312183729,0.5340531457083648,0.06762961165975376,0.32885261641862695,0.10830754582242323,0.1659976681037195,0.3320132583700813,-0.11312769677433565,0.26088216146399934,-0.027779649136912443
5,itemknn,2,popularity,1.0,0.039796981683148075,0.09958076383929777,0.3162709225379525,0.5339838468634435,0.06765990623346095,0.3253960633701392,0.10830754582242323,0.16657958422598348,0.33262894700052764,-0.07363852073935095,0.27444308572506637,-0.021362482044136155
6,slopeOne,2,popularity,0.0,0.03973249596163966,0.2465413658123709,0.02325807707279097,0.6026915562856112,0.6775675209775361,0.025444071051368217,0.012616043799095453,0.011382226328072615,0.032511753941175704,-0.967944588922045,-0.3858705020224116,-0.8876747985030673
7,slopeOne,2,popularity,0.2,0.03533847523176477,0.22124179031447636,0.022966134682755938,0.5573299591962774,0.12136568330291465,0.025924147863658185,0.102912005078156,0.11593837572057077,0.2695690998238083,-0.43752703366670054,0.0187282367943844,-0.31903325024668594
8,slopeOne,2,popularity,0.4,0.0334531062906055,0.14427793382527992,0.021895679252627483,0.5535745543914562,0.07955359352341923,0.024963994239078253,0.10656192969927795,0.13758407232342232,0.29768186335075536,-0.1386032728185297,0.19366912410293913,-0.10821255799653573
9,slopeOne,2,popularity,0.6,0.03225541836531651,0.11301038641593204,0.020825223822499028,0.5534848224884424,0.07030207486893536,0.02400384061449832,0.1074347377608506,0.1456222787721286,0.3062526370012706,-0.023970804993971306,0.2816430346524488,0.014516557891482762
10,slopeOne,2,popularity,0.8,0.03164634507155207,0.1041214446295861,0.020630595562475672,0.5539005427798094,0.06882645823137792,0.023811809889582335,0.10799016107276045,0.14877598430205408,0.30952245560077296,-0.020112871590630466,0.3393402581070699,0.07048115485500706
