,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,itemknn,2,popularity,0.0,0.2359764508487544,0.3604073481656943,0.0021524312689560707,0.5848451753748928,0.7069867759596866,0.002148017965241164,0.0002632964718272775,0.00010938819094427309,0.00037154057691182496,-0.9976042531002662,-0.9705723764028137,-0.9940718289642517
1,itemknn,2,popularity,0.2,0.23807583830367965,0.3201212238897664,0.003619998043244301,0.5553841762885265,0.46298431553687747,0.0036125756688146844,0.0007898894154818325,0.000576253583757533,0.0016520808779892507,-0.9897448627039104,-0.8972038233533006,-0.9740901319826757
2,itemknn,2,popularity,0.4,0.23807583830367965,0.3201212238897664,0.003619998043244301,0.5553841762885265,0.46298431553687747,0.0036125756688146844,0.0007898894154818325,0.000576253583757533,0.0016520808779892507,-0.9897448627039104,-0.8972038233533006,-0.9740901319826757
3,itemknn,2,popularity,0.6,0.23807583830367965,0.3201212238897664,0.003619998043244301,0.5553841762885265,0.46298431553687747,0.0036125756688146844,0.0007898894154818325,0.000576253583757533,0.0016520808779892507,-0.9897448627039104,-0.8972038233533006,-0.9740901319826757
4,itemknn,2,popularity,0.8,0.23807675837857292,0.3201212238897664,0.003619998043244301,0.5553805360792533,0.4629843736292967,0.0036125756688146844,0.0007898894154818325,0.000576253583757533,0.0016520808779892507,-0.9897448627039104,-0.8972038233533006,-0.9740901319826757
5,itemknn,2,popularity,1.0,0.23807675837857292,0.3201212238897664,0.003619998043244301,0.5553805360792533,0.4629843736292967,0.0036125756688146844,0.0007898894154818325,0.000576253583757533,0.0016520808779892507,-0.9897448627039104,-0.8972038233533006,-0.9740901319826757
6,slopeOne,2,popularity,0.0,0.2293373086551122,0.37858782034403543,0.07690049897270326,0.598499702426996,0.5843596104786279,0.07693809802772895,0.0,0.0002681287979471234,0.0005803493066526243,-0.9956370016324687,-0.9073620985610001,-0.9873143394502643
7,slopeOne,2,popularity,0.2,0.20469549795133501,0.2503931542917353,0.0960767048234028,0.5384986148072788,0.3794914931890255,0.0964655340753759,0.00039494470774091627,0.0012289415063901632,0.003119175087974455,-0.9687476063207301,-0.8443845322805003,-0.925802947656968
8,slopeOne,2,popularity,0.4,0.20471410642948137,0.25035298841495807,0.0958810292534977,0.538495480078971,0.37947163607375306,0.09627025971489943,0.00039494470774091627,0.0012289415063901632,0.003119175087974455,-0.9687476063207301,-0.8443159654811846,-0.9257988298152733
9,slopeOne,2,popularity,0.6,0.2047173268222111,0.25024000131648516,0.09558751589864005,0.5384700588025997,0.37930967538703847,0.0958797109939465,0.00039494470774091627,0.0012289415063901632,0.003119175087974455,-0.9687476063207301,-0.846235835862022,-0.9257931538713158
10,slopeOne,2,popularity,0.8,0.20470721693582747,0.2501937510970714,0.0956853536835926,0.5384573676302826,0.37920651857489396,0.09597734817418473,0.00039494470774091627,0.0012289415063901632,0.003119175087974455,-0.9687476063207301,-0.8457184681944587,-0.9257867359738998
11,slopeOne,2,popularity,1.0,0.20469091332051623,0.2501878773916125,0.09597886703845025,0.5384217699894471,0.3791687327743928,0.09627025971489943,0.00039494470774091627,0.0012289415063901632,0.003119175087974455,-0.9686987354364995,-0.844739832967863,-0.9257766083091913
12,SVDpp,2,popularity,0.0,0.1880410478574107,0.21396933912585578,0.03835241170139908,0.47360517306123323,0.29294594240076444,0.0402265182581527,0.023038441284886784,0.0164521061628092,0.04359426849553228,-0.8660287093832307,0.5047524333080524,-0.6824667348305172
13,SVDpp,2,popularity,0.2,0.18010448229691814,0.19313202123924839,0.04070051854026025,0.46458384136847986,0.18757094171998626,0.04256981058387034,0.04120589784096893,0.029407368748798495,0.07942771675986525,-0.7986333794990181,0.3775672539229651,-0.5680281672704146
14,SVDpp,2,popularity,0.4,0.17787695950022725,0.18463253686150655,0.04216808531454848,0.46181792526072063,0.14299713443781953,0.04403436828744386,0.04752501316482359,0.035662566764462625,0.09541660397703063,-0.751125558841745,0.22481912508393842,-0.5137412134002127
15,SVDpp,2,popularity,0.6,0.17730649794596712,0.17710700368615087,0.04373348987378926,0.46106519771810855,0.13310600137883905,0.045596563171255614,0.0526592943654555,0.0383706023220242,0.10279815190952661,-0.7384938589185284,0.01914781608223648,-0.4862177450013422
16,SVDpp,2,popularity,0.8,0.17718348992902216,0.17654350754783193,0.045298894433030035,0.46099193998460436,0.13124784617456284,0.04715875805506737,0.055950500263296475,0.03932397063617449,0.10582809874871513,-0.7380870683205629,-0.1043493006123879,-0.4824048461781064
17,SVDpp,2,popularity,1.0,0.1770068908052691,0.17697465552044897,0.045885921142745326,0.4611859999950156,0.1309846852660429,0.04774458113649678,0.05687203791469194,0.03970386983123957,0.10701768683601255,-0.7389886357789339,-0.1524312491870179,-0.48078820378737963
18,NMF,2,popularity,0.0,0.22432324829248737,0.3721075105318554,0.15184424224635554,0.5905287114572623,0.5631424221691829,0.151825815270455,0.000526592943654555,0.0004813310263547228,0.0014358016332739869,-0.9929241307714525,-0.9128017313067062,-0.9820702495032537
19,NMF,2,popularity,0.2,0.19963656005326358,0.1997961756187486,0.18687016925936797,0.5219407383988968,0.2971255695570974,0.18765866041788712,0.006187467087941022,0.005625835861815319,0.015742882636642516,-0.9422992158936248,-0.7687179525630157,-0.8662808443789314
