,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BPR-Genre | Ideia 1 ,1,top10,1.0,0.1016629702746446,0.2646356835637503,0.0006848644946678407,0.7078487971499092,0.26419663557030465,0.0009763718023823472,0.0009216589861751152,0.014359765718883413,0.04504848636843403,-0.5347741076756862,4.686942801928519,0.14543435261930004
